loan_acc_num,missed_repayments,loan_amount,collateral_value,interest
LN88030835,11286.19,5706,1427.82,11.0
LN94580608,324842.46,552672,142292.62,11.3
LN63388662,79241.27,211544,41290.26,9.0
LN44997453,127294.68,247606,19601.04,10.1
LN44843548,849257.01,1801073,134029.17,9.4
LN90242923,53573.57,22078,563.89,13.5
LN29981937,49372.5,34605,2542.52,14.7
LN71577388,1060904.43,956686,69115.46,11.8
LN80715237,1356365.97,1621558,176248.31,12.5
LN10854967,60495.62,63019,623.49,14.0
LN61024802,4126679.36,1987922,263024.75,11.7
LN29030931,10341.83,19421,1050.71,8.3
LN26100471,124255.15,184881,52459.6,12.6
LN37988786,2334.55,5651,1032.55,9.1
LN85527531,587277.64,229994,51637.78,14.2
LN41348178,83025.69,155149,33721.49,12.0
LN22537998,298999.65,304396,71302.71,14.3
LN96151076,175632.66,274993,65545.99,9.9
LN44004670,323638.07,155819,34623.84,11.7
LN81304379,811809.53,1115078,130526.54,11.1
LN92741801,245385.6,142440,22622.61,9.8
LN32671361,7660.9,9177,807.21,14.7
LN30566089,1009175.52,1951679,219368.65,11.7
LN40038893,42615.03,68283,14278.4,13.5
LN53674642,330677.67,228946,31286.1,14.9
LN37762003,75437.4,113973,24820.0,10.2
LN68117497,18441.0,22455,947.43,12.2
LN50546495,63240.76,134863,24950.4,10.8
LN44027851,337100.96,656355,130496.87,10.1
LN97311370,569936.12,366200,35516.28,8.9
LN89837899,172786.25,273078,11950.06,12.0
LN98862507,31416.16,40347,1789.48,11.7
LN11151652,23935.77,51976,5814.12,10.6
LN64743698,315534.44,795811,237582.78,8.1
LN75625726,13342.34,18257,3030.06,11.0
LN58864507,21024.38,23771,457.0,13.0
LN54490518,371320.31,645607,191910.55,11.1
LN79414191,2977.74,3679,972.07,13.9
LN23784826,71642.69,83852,3187.59,12.7
LN84032375,212455.12,170240,50039.19,13.1
LN66775782,35529.29,68037,10562.66,10.2
LN34387033,392016.43,469301,4055.15,15.0
LN47109486,17436.25,18679,2768.6,10.0
LN83021886,8944.06,14720,1031.3,9.3
LN21395511,293169.17,243335,59893.76,12.7
LN94908401,59666.04,65156,9571.4,9.9
LN76181074,1918846.6,1651933,351402.92,12.3
LN87589418,9655.28,20590,1824.56,9.2
LN55250143,242747.09,354477,71347.58,12.8
LN88896022,136431.93,100527,22338.64,14.1
LN64076369,1137620.65,1596006,202224.63,10.9
LN58275231,69877.64,79876,4112.44,9.5
LN35138353,81372.73,115131,25739.51,10.8
LN72863626,28350.22,63692,7994.51,8.9
LN87750714,16168.44,18575,966.82,12.8
LN90185390,890024.99,457639,25303.15,11.0
LN66999467,124083.48,175926,21353.03,13.1
LN36659888,35122.12,24200,3552.91,14.9
LN70973147,90151.06,214682,19134.42,8.5
LN57737625,12176.67,8078,1560.76,8.5
LN49277783,412661.62,604306,124901.86,10.5
LN95016898,1473.32,3574,361.13,8.7
LN24276350,11328.54,24663,4340.1,10.5
LN54261888,325080.53,764851,224506.64,8.6
LN32266603,192752.51,191314,40022.02,14.6
LN28961765,140676.19,298004,66664.73,9.4
LN40661995,1074192.91,1510826,120110.07,13.2
LN80425016,51845.11,148079,29771.43,8.5
LN34600634,344762.17,445898,15058.03,8.5
LN19433443,5314.46,5043,235.44,14.7
LN20370584,5570.58,5216,1077.08,14.9
LN42369674,2038693.03,1929500,40679.74,11.3
LN78499329,12050.74,17958,5347.33,10.2
LN44002326,211669.93,163933,47116.8,13.5
LN86476442,476756.19,597836,156232.83,12.0
LN21253385,785493.35,789696,16849.82,10.7
LN30175835,2443765.26,1135875,284459.4,12.1
LN38669725,8046.79,5612,899.83,14.5
LN92862332,72237.75,118229,22520.6,13.3
LN60773665,84104.56,108587,16665.55,8.5
LN30206253,160342.36,359040,4385.8,10.4
LN54908209,198194.49,459892,129587.25,8.7
LN47762375,191197.93,139802,4259.77,14.2
LN76706319,753670.9,1773864,384611.66,8.6
LN11286107,131235.14,189683,4755.08,12.9
LN69884746,236413.25,335460,11732.0,13.1
LN52368543,1437820.89,1686764,257273.11,9.3
LN67357343,8835.41,17658,4557.25,9.7
LN68761389,6531.34,13971,75.14,9.1
LN25431359,861699.83,1580060,198713.51,12.2
LN20398208,251635.9,397030,102917.18,13.7
LN21011165,245111.34,91770,27250.01,14.8
LN38983357,824000.21,1387547,96679.94,11.4
LN94154467,178540.46,360464,18444.96,11.3
LN20928469,10864.57,23354,5092.06,10.6
LN98431646,8571.41,15207,1064.6,8.7
LN92240931,698373.9,1373301,154367.73,8.1
LN55779402,3703.03,5034,0.94,10.7
LN12008837,12875.92,18708,3454.54,12.7
LN97721490,3277873.06,1388583,48443.5,13.2
LN41291407,1129763.67,1197545,47004.54,10.2
LN62503718,204108.67,160767,42916.75,13.3
LN47529600,9266.83,18534,481.6,9.7
LN40376089,25669.47,24844,6264.49,11.0
LN99960743,1050747.47,1413504,213858.51,8.2
LN22367457,60325.23,150687,17604.7,9.5
LN97974060,127337.37,275142,78506.35,10.7
LN18308796,22790.05,21390,3631.68,11.3
LN73890370,185406.77,245948,52855.66,8.3
LN49800792,1455457.61,1901952,543517.2,14.0
LN41991375,377476.54,780674,216746.43,9.6
LN40514791,565069.4,670645,88538.77,9.2
LN31511448,286448.21,287852,57213.11,10.7
LN93610249,5253.93,7609,659.9,12.5
LN28644773,16141.85,19094,3400.87,15.0
LN56402711,375915.33,700123,70745.74,8.5
LN16686552,34075.63,22851,2458.41,8.5
LN48387961,313648.19,359309,74330.5,9.5
LN55610732,52082.27,120617,6960.94,10.1
LN23057050,2574.63,5730,761.58,9.8
LN91008533,7177.56,4834,975.4,14.9
LN64674274,224371.11,322642,34141.92,14.7
LN36919495,152262.33,115936,8687.32,13.7
LN40961416,2214.85,2314,271.75,9.5
LN55490882,1701624.21,834794,129712.32,11.5
LN18757659,2230036.35,847837,170199.56,14.6
LN17307801,67977.75,78816,20123.41,12.8
LN76546034,39157.95,95193,28406.74,9.7
LN85974360,617095.14,805202,88787.76,11.6
LN98904781,318115.35,315866,75358.99,14.6
LN99917023,296070.73,458767,4830.53,12.2
LN52562154,146457.8,179740,21987.69,14.7
LN36973275,739405.85,1697575,250490.87,10.2
LN12592718,117941.59,62356,13039.97,10.7
LN19937383,1899554.53,1235344,151054.64,8.8
LN12367277,540959.56,301200,27256.34,10.2
LN18327408,127640.58,190246,25266.24,14.3
LN17383380,137140.35,133842,7659.83,14.8
LN78487029,113687.09,334801,82505.17,8.3
LN43326122,523345.49,505105,134415.81,11.1
LN57541245,42817.19,87122,15513.06,11.2
LN17316402,31081.05,24774,2824.81,13.1
LN47617472,131650.32,232582,49164.1,8.9
LN14636312,561189.21,216493,53296.33,14.4
LN34029270,1063161.44,1909438,511091.98,12.4
LN15809828,9005.24,9129,1325.2,14.1
LN18056136,120539.64,80178,20602.01,8.6
LN96491280,3531.07,4449,337.47,11.4
LN28045312,199901.89,223874,54899.65,13.2
LN32031500,657923.04,1209476,253242.66,10.6
LN64307436,250643.36,287088,39186.11,9.5
LN82638260,992653.68,1052184,261586.54,10.2
LN13214554,326079.6,401153,72737.71,8.9
LN68175621,126889.01,208167,29494.49,9.5
LN80214311,430723.76,186927,55092.51,12.9
LN10979053,15995.39,11567,2090.47,14.2
LN39967439,62639.69,30359,7383.81,11.6
LN98384569,149297.91,279292,10126.02,12.0
LN62175460,1549.99,2246,174.35,11.6
LN95649857,759921.89,748473,100454.4,10.9
LN94876457,382890.21,202656,53278.41,10.7
LN73257468,7576.3,12847,1982.52,11.1
LN91579241,5881.64,7896,1466.33,11.0
LN83515372,19396.92,27139,5387.16,14.9
LN45425606,119177.32,186508,39213.59,9.9
LN56188727,344548.74,869032,154005.8,8.1
LN70055459,165669.95,321035,47000.8,8.2
LN10549678,581024.17,714981,113423.51,8.9
LN96576120,4690.34,11418,2915.92,9.4
LN19498995,9025.87,12420,1088.84,13.2
LN81398509,447995.57,432356,30246.03,11.1
LN58343647,4067.02,8877,1388.92,8.8
LN18151337,36085.53,80460,8459.13,10.4
LN51182818,763423.12,1703896,129978.91,9.0
LN76152508,412304.89,472404,21109.1,9.5
LN56807000,12123.37,17800,4527.83,14.3
LN62165656,15578.6,11732,3297.28,13.7
LN95130943,236241.01,454486,112074.98,10.2
LN15261143,12085.0,5207,242.89,12.8
LN72374137,99215.96,96773,23754.51,14.8
LN88584459,16818.1,27647,5007.32,9.4
LN93547736,148436.21,450232,70084.23,8.1
LN65471766,44541.99,22593,4798.16,11.1
LN96702706,310702.92,417780,115112.39,8.2
LN69219651,21028.08,22569,290.79,10.0
LN45804490,20507.84,25001,464.51,8.9
LN44763767,3430044.27,1871653,533768.32,10.4
LN41077657,123064.2,297286,80497.09,8.4
LN83251447,87206.31,210534,57555.59,8.4
LN80829583,155644.19,268200,24163.42,9.1
LN67508376,1020838.1,1123845,205287.47,13.4
LN35936483,184983.08,263581,29742.06,14.8
LN50660450,5559.12,8403,1404.67,9.9
LN59461196,863275.39,1042562,159310.0,14.9
LN18985613,145589.46,355202,70492.48,9.7
LN53779185,197163.47,218219,60110.24,9.8
LN35665468,312985.87,201047,52702.73,8.9
LN12309465,240090.78,322778,34639.71,8.2
LN15806174,20191.88,21430,5392.56,10.1
LN26535512,89628.07,131021,6950.76,10.5
LN38590179,69225.36,131379,3229.21,10.3
LN32512597,6732.28,8976,652.5,11.1
LN33923888,729480.45,1092382,34708.29,10.3
LN52790658,367740.19,260625,67847.09,14.6
LN13825666,31726.82,14038,289.92,12.6
LN28783469,116419.04,254468,19574.07,10.6
LN74928240,631989.23,1563174,132648.34,9.6
LN57253576,2675.64,4808,1070.42,11.7
LN46671376,12479.15,9938,2290.45,13.0
LN77037569,91158.98,133313,33223.9,14.5
LN71678001,5691.31,7516,1788.12,13.5
LN32579828,11279.51,13990,1115.84,8.7
LN39558567,13627.97,16944,4556.85,14.4
LN65243474,281902.54,206192,61080.08,14.2
LN89606986,126372.17,205923,53248.2,11.7
LN78687569,12830.88,21785,2308.55,12.8
LN87089408,95372.62,248024,52496.54,9.2
LN99189733,4346.21,8816,2419.78,9.4
LN22688729,1845533.3,1158798,97167.01,9.1
LN48450543,82853.65,124390,17819.98,12.5
LN66461191,524937.26,464473,85270.44,12.0
LN77275546,6007.67,10976,2834.94,8.4
LN20143745,49464.93,74883,12787.37,12.4
LN62495551,24140.96,13068,174.56,10.4
LN59084972,403309.99,340848,51812.67,12.5
LN35891346,773140.25,469142,72323.69,9.4
LN48592474,4922.22,6432,379.87,11.2
LN25195358,92722.71,142030,10444.93,12.3
LN60715667,13950.03,11948,1745.44,12.2
LN83450462,1166292.08,1806936,518951.12,10.0
LN60283893,11765.18,15973,4320.58,13.4
LN79769004,38563.77,17834,244.51,12.1
LN54391314,16490.03,20742,340.73,14.3
LN72659324,26712.7,63174,9467.96,9.9
LN28880130,327703.08,371143,962.79,9.6
LN10503905,634574.49,360790,29411.42,10.0
LN81808581,440045.56,286081,53953.98,8.8
LN38844593,5162.23,12027,2585.71,8.4
LN60957192,486878.6,1194025,75356.44,8.3
LN93621569,204005.39,211500,49505.41,10.4
LN53439600,128891.17,70947,11823.44,10.3
LN75305184,495947.69,498528,40548.18,10.7
LN30303882,403526.75,501073,120587.13,12.1
LN56477894,388832.48,490378,39867.45,8.7
LN17834301,439526.49,204221,59423.7,12.1
LN66759405,337590.77,126419,14263.62,14.8
LN50982462,1974853.34,1331768,121720.52,8.5
LN71919635,9602.69,23415,1559.51,8.2
LN85838659,8108.23,3743,338.84,11.9
LN10193138,4882.47,8244,2405.75,12.6
LN99514492,1858023.67,1024193,163722.87,10.3
LN82020444,34378.7,41292,2503.73,14.9
LN74741286,1261962.46,486925,3558.8,14.4
LN85269728,368442.07,325954,56916.97,12.0
LN23511855,888782.79,1290523,163616.27,14.6
LN39458161,76234.14,105569,19913.67,11.0
LN61529210,52476.44,57926,6034.91,9.8
LN41657714,6774.22,14680,3157.44,9.0
LN91957240,13209.33,24910,6623.11,11.8
LN99762702,197016.68,236476,23419.03,9.1
LN91890398,71055.07,104568,29625.96,12.7
LN16889422,302947.18,181726,44825.26,9.5
LN85320166,649930.97,1628260,311910.45,9.5
LN94408121,2096289.32,895253,18277.79,13.1
LN95084108,598199.69,234269,62626.37,14.2
LN69129370,136338.48,285222,34554.25,9.5
LN51801415,57230.08,22863,4700.27,13.9
LN96531596,124672.43,80007,9624.32,8.9
LN68374900,3035.71,7402,1192.72,9.2
LN67345828,8597.91,14147,482.56,11.4
LN19225400,704428.07,275888,72124.47,14.2
LN20336844,212923.36,341318,58141.26,9.7
LN86544797,23751.48,8701,2005.65,15.0
LN40811832,2367976.66,1775689,283824.29,13.9
LN12656883,13109.84,11220,2027.82,12.2
LN10713247,697534.32,1391261,16936.83,9.9
LN10051196,36679.03,25272,3024.71,14.9
LN33394997,4017.1,6514,460.86,11.3
LN97295801,191470.33,409169,36440.53,10.8
LN79496351,393658.96,478482,36559.46,9.0
LN55760496,520579.17,400045,26848.3,13.6
LN20843019,10099.04,13475,1658.01,11.2
LN50054103,337536.89,233697,41256.46,14.9
LN15309161,1262385.88,1365488,92923.74,13.6
LN49581680,16967.54,27007,6806.91,13.5
LN20130683,1460684.77,1637200,416816.8,13.2
LN84644851,1936458.67,1850944,168666.31,11.2
LN26397995,1039552.88,1474032,84822.01,10.8
LN34541472,4248.13,2404,623.68,9.6
LN84795826,3411.05,5669,1423.96,12.6
LN78053090,368292.56,269427,47533.89,14.2
LN29530162,220898.83,275961,61807.46,14.5
LN96222178,11918.3,8517,1005.54,14.3
LN67719384,769821.23,328715,80602.59,13.1
LN62698907,418884.69,357226,15539.95,12.4
LN52506721,148962.95,273569,79010.39,10.6
LN48351428,175042.31,411456,110227.28,10.0
LN45696728,1199254.9,1440662,98177.98,9.1
LN97572602,1185965.56,1432358,212327.94,14.9
LN79770504,3329122.32,1873509,385171.7,10.1
LN47306127,4380.07,8984,890.39,9.3
LN74739018,41224.31,21517,1665.95,10.8
LN74250590,238453.7,212879,44148.83,11.9
LN87660926,1579310.85,1184244,348461.06,13.9
LN89353457,77698.28,171709,41820.83,10.5
LN62473069,254604.81,761455,12281.32,8.2
LN38368894,17995.52,21129,1203.68,9.2
LN26462000,14435.7,20026,334.92,13.2
LN35871722,7549.09,3390,298.63,12.2
LN99080202,76034.61,32130,992.13,13.2
LN35150558,107873.21,227696,53817.62,10.9
LN81404287,70350.27,127336,17407.97,12.3
LN51634255,182067.75,155174,11319.7,12.4
LN19240386,17906.31,24857,2635.43,10.9
LN15718169,1781492.11,1346865,82827.8,13.8
LN83676052,21214.23,21959,5898.55,14.0
LN46324675,103690.04,198051,52095.46,11.8
LN27888788,18946.37,16297,812.64,12.2
LN32951841,145923.42,278911,32057.78,8.3
LN59002755,114775.3,177666,9287.2,12.2
LN84847462,996966.93,1169695,28214.42,12.7
LN98641986,880920.29,1598568,452106.6,12.3
LN45083176,296611.43,371850,22810.7,12.0
LN90801850,660854.81,245756,55431.71,14.9
LN92093024,27094.59,19078,3652.09,8.1
LN66804404,1592.08,2506,680.87,8.8
LN11176669,2696264.69,1373366,206147.41,11.1
LN59944815,418938.01,453729,23686.83,10.0
LN19983054,262278.86,682960,68013.21,9.2
LN20274575,41409.89,63852,5586.89,13.9
LN10259918,51239.31,64396,6717.32,14.4
LN68715263,246759.97,257650,33962.62,14.0
LN83887116,25028.21,23505,3971.24,11.3
LN65099298,21604.36,17626,3479.34,12.8
LN35808103,12442.13,22226,6389.01,8.7
LN10088824,4019.34,4436,1070.41,9.4
LN89107508,182505.74,308181,34740.44,13.0
LN46058405,505075.97,234689,37313.74,12.1
LN53632338,498118.2,286194,37999.52,9.9
LN82487998,139292.8,129118,20279.33,11.5
LN51301884,14523.06,5975,1071.34,13.4
LN12284962,343411.93,134458,27968.97,14.2
LN63858280,660062.2,1365386,397393.44,9.6
LN44502375,186595.61,232293,2261.94,8.8
LN70959260,4811.89,7224,519.86,13.8
LN13795839,5874.25,9421,2001.03,13.2
LN26838099,233341.95,341691,60407.15,14.5
LN35893883,175778.97,264230,31145.19,12.5
LN35829493,752753.75,1628583,208461.18,10.7
LN57385365,16540.53,22452,890.18,11.1
LN71656834,1214662.25,1921595,161582.59,12.0
LN30141944,1172065.78,1617914,87630.55,13.4
LN81988749,1390236.27,1889998,133022.31,11.2
LN79294344,127281.97,208813,37561.3,9.5
LN74303285,11175.62,22729,5133.22,9.6
LN36254116,508196.84,437384,27996.2,12.3
LN28622322,1845707.81,905489,79057.28,11.5
LN90931399,5895.3,6771,1366.81,9.2
LN87550297,604475.55,253945,43248.24,13.3
LN62210192,251930.94,306703,75113.16,14.8
LN96859279,375446.74,172911,34569.72,12.2
LN75359792,101752.61,233213,5698.23,10.2
LN88620965,41191.12,54601,4411.32,11.4
LN58416257,10399.73,13054,3853.52,11.8
LN16342677,901632.88,1440966,112005.67,11.9
LN99269943,73509.56,54532,675.65,14.0
LN15415288,327945.28,239892,13696.88,14.2
LN44250639,2680972.11,1378720,234599.2,11.0
LN87326860,229674.21,263054,52039.63,9.5
LN63634016,69222.35,129860,9370.91,10.4
LN43920062,3064336.81,1689219,494524.37,10.3
LN99190573,947275.29,1350890,121185.05,14.8
LN99128501,68369.22,104442,11974.5,10.1
LN11339094,44652.48,47132,3937.93,10.2
LN74231196,677644.83,1071892,15455.52,12.0
LN89469151,145016.19,296012,49650.21,9.7
LN82593673,3655.0,7160,1602.06,11.1
LN54323103,13615.56,15600,45.6,12.8
LN74605377,184782.54,252500,0.07,13.5
LN88669855,393597.35,262097,54221.78,8.6
LN60884057,139354.86,249980,9969.68,12.4
LN12768093,1615.98,2909,237.63,9.7
LN24899286,88573.15,88869,14702.19,10.7
LN70777798,19822.14,23916,5968.22,12.3
LN77111351,777777.64,1829862,334989.35,10.0
LN39762022,9137.88,11009,590.33,8.9
LN10459434,234560.97,367073,23969.93,12.1
LN35373552,553275.97,897953,252477.78,9.6
LN98259622,449432.87,180071,3761.0,13.9
LN42450947,5664.16,9347,1060.05,12.9
LN63726175,329756.83,233735,35724.9,8.1
LN77512346,2264016.26,1967047,582604.79,12.2
LN91175140,777441.3,321457,62802.18,13.5
LN37487186,297221.25,439317,46843.95,14.4
LN35406561,4310.36,5736,379.0,13.3
LN75459345,180215.35,114362,7431.29,9.0
LN16011410,16428.17,40669,9401.59,9.5
LN98153848,937719.76,708874,55257.85,13.8
LN89099084,872951.16,1824588,125692.2,11.0
LN55132392,82655.73,114911,30075.04,13.3
LN16633680,198540.24,77703,10476.05,14.2
LN18540998,258835.29,107825,26059.39,13.4
LN80461492,199994.25,270792,19162.91,13.6
LN45503593,147511.89,217894,12351.47,14.4
LN78799848,166787.93,83271,19113.35,11.3
LN75496516,23030.85,11100,2472.22,11.6
LN40352094,334808.01,700993,92559.93,9.5
LN49577481,41049.35,52927,7203.76,14.1
LN40077849,27216.06,20949,2073.26,13.5
LN44088197,442094.94,1099483,237048.1,8.2
LN70184723,271463.44,351045,72194.9,8.5
LN67553850,549015.79,257375,25496.8,12.0
LN52144906,2361333.84,904427,130928.73,14.5
LN76284561,57745.85,66916,13847.59,12.8
LN82501850,1584428.43,1499530,17598.58,11.3
LN74810964,39287.29,118739,32645.89,8.1
LN30371296,7303.69,14015,1894.28,10.0
LN76731932,7707.94,16651,2374.52,10.5
LN94113327,11191.36,9387,213.5,12.4
LN10315424,153840.12,220281,22123.3,13.0
LN92089871,184805.35,331936,21408.95,10.8
LN59291488,3831831.06,1610214,65422.56,13.3
LN63438523,21152.82,22712,5412.93,10.0
LN18895821,167514.53,297525,3366.56,10.9
LN60818928,3829.08,10888,204.34,8.2
LN60993778,10387.76,19512,5107.1,11.8
LN96188086,239307.23,507228,132820.52,9.4
LN42224028,97912.34,235736,37762.7,9.8
LN34706460,344605.21,349961,81735.0,10.6
LN94389323,68334.64,66456,17070.69,11.0
LN76547076,245962.21,246212,59776.16,14.5
LN19550699,192714.41,331294,76760.72,11.2
LN47179047,275676.3,538696,43223.73,11.6
LN94442140,268498.43,201209,9648.0,13.9
LN64036282,12253.51,6929,532.35,9.9
LN11437833,3067.2,7007,268.82,9.7
LN79612047,1293039.34,1827660,119979.14,14.9
LN34938046,74246.89,96663,21064.34,11.6
LN83585917,56422.8,66759,441.4,9.2
LN78823667,14554.42,18938,4512.85,13.9
LN10368105,174846.97,361380,64630.88,9.6
LN75440026,175295.19,298379,26508.94,9.2
LN50968290,162537.67,170275,13192.61,10.3
LN78245252,689720.65,432995,38711.77,9.1
LN33889746,1045300.14,713618,84980.1,8.4
LN32505230,5986.41,16143,2916.66,8.7
LN43896147,719389.02,539352,15631.58,13.9
LN80449398,1419948.65,1442616,81723.17,10.6
LN45924173,127856.58,169524,36432.32,8.3
LN52649153,625884.3,232746,3009.12,14.9
LN41043712,239684.52,163530,44058.61,8.4
LN42070250,1276407.07,1470189,324388.44,12.9
LN15762166,17009.3,23432,5369.37,13.3
LN67998011,257420.02,192899,16564.74,13.9
LN17780588,1152666.07,974451,17400.07,12.5
LN53420280,15170.99,16224,2131.57,10.0
LN28158211,223487.62,326328,47721.05,12.8
LN22162109,863328.73,1003521,224575.39,12.8
LN31058460,18211.77,28793,6310.5,11.9
LN28452994,173827.11,246242,62024.26,10.8
LN81546161,20505.15,14220,4242.02,8.2
LN69900380,300460.68,559513,30623.88,8.5
LN98146392,22988.57,17976,5063.85,13.3
LN55326001,9498.81,9070,1664.16,11.0
LN87713436,1651656.65,980434,92264.33,9.6
LN81313381,190021.18,183278,49521.74,11.1
LN39153539,731971.34,810714,30209.2,9.8
LN65593418,291825.02,432007,43502.27,10.4
LN44169396,1903.16,3821,598.44,9.0
LN98753147,11463.57,21948,4664.21,10.1
LN77223627,407382.86,274621,14976.13,8.5
LN88905003,536870.74,644814,21324.98,9.1
LN58659767,126748.3,249493,39300.46,10.0
LN53497739,21002.78,51481,8726.29,9.6
LN79953094,1324.5,2271,249.92,11.4
LN53502917,160007.55,247789,36229.49,12.2
LN16412765,15082.5,18327,453.6,8.9
LN67798554,123489.72,72402,1608.86,9.7
LN73787877,280132.96,259842,77640.33,11.5
LN86084229,13517.35,24697,2109.41,12.1
LN42767581,11555.02,19588,3816.56,12.8
LN77621881,73392.0,88357,8457.78,12.4
LN62779705,277037.04,451792,34583.3,11.7
LN19376235,5235.73,6443,1680.27,11.8
LN42682934,6084.01,10697,1508.24,12.3
LN30052790,3827672.39,1877923,322134.8,11.5
LN30543662,102385.06,102383,2489.55,14.5
LN79578652,1360628.08,1931941,433156.15,13.1
LN87196983,936321.56,1098531,96243.12,12.7
LN31854031,11661.44,19199,4186.9,13.1
LN21138373,1324845.21,1018328,65332.96,13.6
LN81761007,1182.87,2159,527.42,9.2
LN93171897,12166.85,21729,2822.21,8.7
LN90765996,249912.14,335992,57595.72,8.2
LN82953162,744534.52,278902,50819.59,14.8
LN81292102,1538542.43,598123,513.95,14.3
LN85138566,5170414.64,1995230,113324.27,14.4
LN48717319,742578.85,1291441,213237.69,11.1
LN45766054,89640.54,113319,33393.53,11.9
LN78646969,137707.86,165987,15433.65,12.4
LN65780685,262823.03,397814,104588.73,10.2
LN54507747,1421345.34,1771037,404851.91,8.8
LN56939985,1861511.62,1505818,118556.72,13.0
LN22031603,19815.57,8593,2148.15,12.8
LN88114808,199919.92,234378,68828.26,12.7
LN86557297,219760.91,657164,120794.2,8.2
LN10014050,665638.7,1237646,196317.68,10.5
LN13133966,132717.97,245632,13254.38,12.1
LN99887805,499556.05,222328,15671.23,12.6
LN77625698,940846.01,1114192,203663.82,12.6
LN70841748,13642.27,16391,2851.21,14.8
